スピード固有コマンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,コマンド技,使用可能キャラ,消費フレーム,攻撃判定発生フレーム,持続フレーム,コンボ数,ダメージ,SA値(優先順位),SA削り値,仰け反り値,判定,判定最小（X）,判定最大（X),判定最小（Y),判定最大（Y),移動距離(X),移動距離(Y),移動開始フレーム(X),移動終了フレーム(X),移動開始フレーム(Y),移動終了フレーム(Y),吹き飛ばしベクトル,吹き飛ばし（X),吹き飛ばし（Y),空中使用可否,"攻撃種類(0:打撃,1:弾)",射出速度(X),射出速度(Y),最大同時発生数,弾寿命,派生先
301,トンボ返り,3,3,"1,2","1,2","2,3","30,30",1,1,0,中,-0.5,1.3,0.4,1,"1,-1.5","1,-0.8","1,2","1,3","1,2","2,3",なし,0,0,1,0,,,,,
302,強攻撃,3,2,"1,2","1,1","1,2","20,30",0,2,1,中,"0,0","1,1.4","0.5,0.5","0.7,0.7",-0.5,0,,,,,真後ろ,"0.2,0.2",,0,0,,,,,
303,キラースライド,3,3,"1,2,3","1,1,1","2,2,4","20,20,30",0,1,0,中,"0,0,0","1,0.8,0.6","0.25,0.25,0.25","0.55,0.65,0.75",1,0,1,3,,,真後ろ,"0,0,0",,1,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インファイター固有コマンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,コマンド技,使用可能キャラ,消費フレーム,攻撃判定発生フレーム,持続フレーム,コンボ数,ダメージ,SA値(優先順位),SA削り値,仰け反り値,判定,判定最小（X）,判定最大（X),判定最小（Y),判定最大（Y),移動距離(X),移動距離(Y),移動開始フレーム(X),移動終了フレーム(X),移動開始フレーム(Y),移動終了フレーム(Y),吹き飛ばしベクトル,吹き飛ばし（X),吹き飛ばし（Y),空中使用可否,"攻撃種類(0:打撃,1:弾)",射出速度(X),射出速度(Y),最大同時発生数,弾寿命,派生先
401,溜め攻撃,4,5,3,1,1,100,2,3,0,中,0,2,0.6,0.8,1.5,0,2,2,,,真後ろ,2,1,1,0,,,,,
402,猫だまし,4,2,1,1,1,5,1,99,5,中,0,0.5,0.8,0.9,0,0,,,,,,2,0,0,0,,,,,
403,突進,4,1,,,,0,1,0,,,0,0,0,0,1.2,0,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
遠距離攻撃固有コマンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,コマンド技,使用可能キャラ,消費フレーム,攻撃判定発生フレーム,持続フレーム,コンボ数,ダメージ,SA値(優先順位),SA削り値,仰け反り値,判定,判定最小（X）,判定最大（X),判定最小（Y),判定最大（Y),移動距離(X),移動距離(Y),移動開始フレーム(X),移動終了フレーム(X),移動開始フレーム(Y),移動終了フレーム(Y),吹き飛ばしベクトル,吹き飛ばし（X),吹き飛ばし（Y),空中使用可否,"攻撃種類(0:打撃,1:弾)",射出速度(X),射出速度(Y),最大同時発生数,弾寿命,派生先
501,波動弾,5,4,3,1,3,70,1,2,2,中,0,0.5,0.4,0.9,0,0,,,,,真後ろ,0.6,0,1,1,1,0,1,10,
502,エネルギー弾,5,2,2,1,1,36,0,0,1,中,0,0.3,0.6,0.8,0,0,,,,,真後ろ,0.2,0,1,1,1.5,0,3,10,
503,速射弾,5,1,1,1,1,25,0,0,0,中,0,0.5,0.6,0.8,0,0,,,,,,0,0,0,1,3,0,3,10,
504,緊急回避,5,2,,,,0,2,0,,,0,0,0,0,2,0,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罠固有コマンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,コマンド技,使用可能キャラ,消費フレーム,攻撃判定発生フレーム,持続フレーム,コンボ数,ダメージ,SA値(優先順位),SA削り値,仰け反り値,判定,判定最小（X）,判定最大（X),判定最小（Y),判定最大（Y),移動距離(X),移動距離(Y),移動開始フレーム(X),移動終了フレーム(X),移動開始フレーム(Y),移動終了フレーム(Y),吹き飛ばしベクトル,吹き飛ばし（X),吹き飛ばし（Y),空中使用可否,"攻撃種類(0:打撃,1:弾)",射出速度(X),射出速度(Y),最大同時発生数,弾寿命,派生先
601,爆発罠,6,2,2,1,1,25,0,1,1,中,0.2,0.5,0.2,0.5,0,0,,,,,真後ろ,0.6,0.2,0,1,0,0,3,5,
602,打ち上げ罠,6,2,2,1,1,20,0,2,2,上,0,0.5,-0.3,0.2,0,0,,,,,上,0,1,1,1,0,0,2,5,
603,大爆発罠,6,4,3,1,5,70,0,3,2,中,-0.2,0.8,-0.3,0.7,0,0,,,,,真後ろ,1,1,0,1,0,0,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シールダー固有コマンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,コマンド技,使用可能キャラ,消費フレーム,攻撃判定発生フレーム,持続フレーム,コンボ数,ダメージ,SA値(優先順位),SA削り値,仰け反り値,判定,判定最小（X）,判定最大（X),判定最小（Y),判定最大（Y),移動距離(X),移動距離(Y),移動開始フレーム(X),移動終了フレーム(X),移動開始フレーム(Y),移動終了フレーム(Y),吹き飛ばしベクトル,吹き飛ばし（X),吹き飛ばし（Y),空中使用可否,"攻撃種類(0:打撃,1:弾)",射出速度(X),射出速度(Y),最大同時発生数,弾寿命,派生先
701,大ガード,7,2,,2,,,0,0,0,,-0.2,0.4,0,1.5,0,0,,,,,,,,1,0,,,,,
702,シールドバッシュ,7,3,"1,2,3","1,1,1","1,1,1","15,15,15",3,"1,1,1","0,1,1",中、中、中,"0.2,0.2,0.4","0.7,0.7,0.9","0,0,0","1.5,1.5,1.5",2,0,1,3,,,真後ろ,"0.3,0.3,1",0,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,ゴム掴み,8,5,4,2,1,50,0,貫通,5,中,1.5,4.0,0.0,1.5,0,0,,,,,上,-0.5,2.5,0,0,0,0,0,0,
802,対空大技,8,3,1,2,3,120,0,2,3,上,0.5,3.5,1.5,4.0,0,0,,,,,真後ろ,2.0,1.0,0,0,0,0,0,0,
803,ゴム風船,8,3,2,3,1,1,2,4,1,中,-1.0,1.5,0.0,2.0,0,0,,,,,真後ろ,4.5,2.0,0,0,0,0,0,0,
派生技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,コマンド技,使用可能キャラ,消費フレーム,攻撃判定発生フレーム,持続フレーム,コンボ数,ダメージ,SA値(優先順位),SA削り値,仰け反り値,判定,判定最小（X）,判定最大（X),判定最小（Y),判定最大（Y),移動距離(X),移動距離(Y),移動開始フレーム(X),移動終了フレーム(X),移動開始フレーム(Y),移動終了フレーム(Y),吹き飛ばしベクトル,吹き飛ばし（X),吹き飛ばし（Y),空中使用可否,"攻撃種類(0:打撃,1:弾)",射出速度(X),射出速度(Y),最大同時発生数,弾寿命,派生先
240,カウンター攻撃（派生）,0,2,"1,2","1,1","1,1","30,40",1,3,2,"中,中","0,0","1,1","0.4,0.4","0.7,0.8",0,0,,,,,真後ろ,"0,0.5","0,0.2",1,0,,,,,
